4.455	4.69	-0.36
4.426	4.72	-0.36
4.396	4.71	-0.36
4.377	4.72	-0.36
4.358	4.72	-0.36
4.333	4.72	-0.36
4.305	4.73	-0.36
4.273	4.73	-0.36
4.244	4.72	-0.36
4.220	4.76	-0.36
4.200	4.72	-0.36
4.184	4.73	-0.36
4.165	4.75	-0.36
4.140	4.75	-0.36
4.113	4.72	-0.36
4.078	4.87	-0.36
4.035	4.81	-0.36
4.000	4.84	-0.36
3.988	4.82	-0.36
3.974	4.89	-0.36
3.952	4.91	-0.36
3.925	4.97	-0.36
3.896	5.07	-0.36
3.868	5.06	-0.36
3.842	5.03	-0.36
3.820	5.08	-0.36
3.791	5.18	-0.36
3.760	5.29	-0.36
3.725	5.27	-0.36
3.692	5.36	-0.36
3.671	5.38	-0.36
3.651	5.36	-0.36
3.626	5.32	-0.36
3.593	5.52	-0.36
3.561	5.56	-0.36
3.542	5.68	-0.36
3.525	5.61	-0.36
3.506	5.71	-0.36
3.485	5.76	-0.36
3.463	5.77	-0.36
3.443	5.85	-0.36
3.428	5.95	-0.36
3.410	5.86	-0.36
3.389	5.93	-0.36
3.366	5.98	-0.36
3.340	5.92	-0.36
3.318	6.13	-0.36
3.303	6.11	-0.36
3.284	6.17	-0.36
3.264	6.18	-0.36
3.240	6.25	-0.36
3.217	6.21	-0.36
3.205	6.35	-0.36
3.191	6.37	-0.36
3.175	6.38	-0.36
3.157	6.47	-0.36
3.140	6.43	-0.36
3.126	6.50	-0.36
3.113	6.55	-0.36
3.096	6.61	-0.36
3.078	6.64	-0.36
3.060	6.72	-0.36
3.040	6.75	-0.36
3.021	6.78	-0.36
3.006	6.85	-0.36
2.990	6.93	-0.36
2.977	6.92	-0.36
2.964	7.00	-0.36
2.950	7.00	-0.36
2.936	7.09	-0.36
2.926	7.04	-0.36
2.913	7.12	-0.36
2.900	7.18	-0.36
2.886	7.23	-0.36
2.870	7.25	-0.36
2.853	7.33	-0.36
2.840	7.36	-0.36
2.825	7.35	-0.36
2.809	7.41	-0.36
2.789	7.40	-0.36
2.769	7.51	-0.36
2.753	7.57	-0.36
2.735	7.71	-0.36
2.716	7.65	-0.36
2.696	7.77	-0.36
2.684	7.78	-0.36
2.675	7.78	-0.36
2.668	7.79	-0.36
2.657	7.95	-0.36
2.642	7.92	-0.36
2.624	8.01	-0.36
2.612	7.96	-0.36
2.598	8.18	-0.36
2.585	8.16	-0.36
2.569	8.21	-0.36
2.553	8.26	-0.36
2.543	8.28	-0.36
2.532	8.33	-0.36
2.521	8.39	-0.36
2.509	8.36	-0.36
2.497	8.44	-0.36
2.488	8.39	-0.36
2.478	8.47	-0.36
2.468	8.52	-0.36
2.456	8.56	-0.36
2.444	8.59	-0.36
2.432	8.68	-0.36
2.422	8.72	-0.36
2.414	8.72	-0.36
2.404	8.75	-0.36
2.392	8.78	-0.36
2.377	8.87	-0.36
2.367	8.92	-0.36
2.357	9.03	-0.36
2.347	9.05	-0.36
2.337	9.08	-0.36
2.327	9.14	-0.36
2.316	9.16	-0.36
2.308	9.18	-0.36
2.301	9.20	-0.36
2.292	9.24	-0.36
2.285	9.24	-0.36
2.278	9.28	-0.36
2.270	9.32	-0.36
2.261	9.35	-0.36
2.250	9.41	-0.36
2.241	9.49	-0.36
2.230	9.56	-0.36
2.218	9.62	-0.36
2.210	9.67	-0.36
2.204	9.71	-0.36
2.196	9.76	-0.36
2.187	9.80	-0.36
2.179	9.84	-0.36
2.170	9.89	-0.36
2.162	9.92	-0.36
2.154	9.96	-0.36
2.145	10.00	-0.36
2.135	10.05	-0.36
2.125	10.09	-0.36
2.116	10.15	-0.36
2.107	10.21	-0.36
2.097	10.25	-0.36
2.087	10.30	-0.36
2.077	10.35	-0.36
2.068	10.40	-0.36
2.061	10.44	-0.36
2.052	10.49	-0.36
2.041	10.54	-0.36
2.030	10.60	-0.36
2.022	10.67	-0.36
2.015	10.70	-0.36
2.009	10.74	-0.36
2.001	10.79	-0.36
1.993	10.83	-0.36
1.986	10.88	-0.36
1.980	10.91	-0.36
1.973	10.95	-0.36
1.966	10.99	-0.36
1.959	11.03	-0.36
1.949	11.10	-0.36
1.941	11.15	-0.36
1.934	11.19	-0.36
1.927	11.24	-0.36
1.919	11.29	-0.36
1.911	11.34	-0.36
1.904	11.39	-0.36
1.897	11.39	-0.36
1.890	11.47	-0.36
1.882	11.52	-0.36
1.873	11.59	-0.36
1.866	11.63	-0.36
1.858	11.69	-0.36
1.849	11.74	-0.36
1.842	11.79	-0.36
1.836	11.83	-0.36
1.831	11.88	-0.36
1.824	11.92	-0.36
1.817	11.92	-0.36
1.809	12.03	-0.36
1.803	12.02	-0.36
1.797	12.12	-0.36
1.790	12.16	-0.36
1.784	12.22	-0.36
1.777	12.25	-0.36
1.767	12.32	-0.36
1.760	12.38	-0.36
1.753	12.43	-0.36
1.744	12.50	-0.36
1.737	12.56	-0.36
1.732	12.60	-0.36
1.727	12.64	-0.36
1.722	12.68	-0.36
1.717	12.72	-0.36
1.711	12.77	-0.36
1.705	12.81	-0.36
1.699	12.86	-0.36
1.694	12.91	-0.36
1.687	12.96	-0.36
1.680	13.02	-0.36
1.676	13.06	-0.36
1.671	13.10	-0.36
1.665	13.14	-0.36
1.659	13.19	-0.36
1.652	13.25	-0.36
1.647	13.29	-0.36
1.642	13.32	-0.36
1.639	13.36	-0.36
1.634	13.39	-0.36
1.630	13.44	-0.36
1.625	13.50	-0.36
1.620	13.53	-0.36
1.616	13.57	-0.36
1.612	13.61	-0.36
1.607	13.65	-0.36
1.603	13.70	-0.36
1.598	13.73	-0.36
1.593	13.78	-0.36
1.588	13.83	-0.36
1.582	13.87	-0.36
1.577	13.84	-0.36
1.571	13.98	-0.36
1.567	14.02	-0.36
1.563	14.07	-0.36
1.559	14.10	-0.36
1.554	14.13	-0.36
1.550	14.18	-0.36
1.545	14.22	-0.36
1.540	14.26	-0.36
1.537	14.30	-0.36
1.532	14.35	-0.36
1.527	14.40	-0.36
1.521	14.46	-0.36
1.517	14.51	-0.36
1.513	14.54	-0.36
1.509	14.58	-0.36
1.504	14.63	-0.36
1.500	14.67	-0.36
1.495	14.71	-0.36
1.491	14.75	-0.36
1.486	14.81	-0.36
1.480	14.87	-0.36
1.473	14.95	-0.36
1.470	14.99	-0.36
1.467	15.01	-0.36
1.464	15.05	-0.36
1.459	15.10	-0.36
1.455	15.14	-0.36
1.453	15.16	-0.36
1.449	15.21	-0.36
1.444	15.26	-0.36
1.439	15.32	-0.36
1.433	15.38	-0.36
1.427	15.45	-0.36
1.423	15.49	-0.36
1.419	15.53	-0.36
1.415	15.58	-0.36
1.410	15.63	-0.36
1.406	15.67	-0.36
1.404	15.70	-0.36
1.400	15.76	-0.36
1.397	15.80	-0.36
1.392	15.85	-0.36
1.387	15.91	-0.37
1.384	15.95	-0.36
1.381	15.97	-0.36
1.378	16.01	-0.37
1.374	16.06	-0.36
1.371	16.09	-0.36
1.368	16.13	-0.36
1.365	16.17	-0.37
1.362	16.20	-0.37
1.358	16.26	-0.37
1.353	16.31	-0.37
1.348	16.38	-0.36
1.345	16.42	-0.36
1.341	16.47	-0.37
1.336	16.52	-0.37
1.332	16.57	-0.36
1.329	16.62	-0.36
1.326	16.65	-0.37
1.323	16.70	-0.36
1.320	16.73	-0.37
1.317	16.78	-0.37
1.313	16.84	-0.37
1.309	16.89	-0.37
1.306	16.93	-0.37
1.302	16.96	-0.37
1.299	17.01	-0.36
1.296	17.06	-0.37
1.292	17.10	-0.37
1.289	17.14	-0.37
1.287	17.18	-0.36
1.284	17.22	-0.37
1.281	17.27	-0.37
1.279	17.31	-0.37
1.276	17.35	-0.37
1.275	17.37	-0.36
1.272	17.39	-0.37
1.271	17.40	-0.37
1.269	17.43	-0.37
1.268	17.45	-0.37
1.265	17.47	-0.37
1.262	17.51	-0.37
1.258	17.56	-0.37
1.253	17.62	-0.37
1.250	17.68	-0.37
1.247	17.74	-0.37
1.243	17.81	-0.37
1.240	17.94	-0.37
1.238	17.99	-0.37
1.235	18.03	-0.37
1.233	18.07	-0.37
1.232	18.10	-0.37
1.229	18.11	-0.37
1.226	18.16	-0.37
1.223	18.13	-0.37
1.220	18.19	-0.37
1.219	18.24	-0.37
1.218	18.25	-0.37
1.216	18.26	-0.37
1.214	18.27	-0.37
1.212	18.29	-0.37
1.210	18.31	-0.37
1.206	18.38	-0.37
1.203	18.45	-0.37
1.199	18.50	-0.37
1.196	18.54	-0.37
1.194	18.58	-0.37
1.188	18.59	-0.37
1.185	18.67	-0.37
1.183	18.68	-0.37
1.181	18.76	-0.37
1.179	18.78	-0.37
1.175	18.83	-0.37
1.174	18.87	-0.37
1.171	18.92	-0.37
1.168	18.93	-0.37
1.166	18.97	-0.37
1.163	18.99	-0.37
1.161	18.98	-0.37
1.158	19.05	-0.37
1.157	19.11	-0.37
1.156	19.15	-0.37
1.154	19.19	-0.37
1.151	19.21	-0.37
1.148	19.31	-0.37
1.145	19.35	-0.37
1.142	19.39	-0.37
1.139	19.43	-0.37
1.136	19.45	-0.37
1.133	19.47	-0.37
1.130	19.53	-0.37
1.128	19.61	-0.37
1.127	19.66	-0.37
1.125	19.70	-0.37
1.123	19.72	-0.37
1.119	19.74	-0.37
1.117	19.84	-0.37
1.114	19.89	-0.37
1.112	19.92	-0.37
1.110	19.96	-0.37
1.107	20.00	-0.37
1.104	19.99	-0.37
1.102	20.07	-0.37
1.100	20.14	-0.37
1.099	20.20	-0.37
1.096	20.23	-0.37
1.093	20.26	-0.37
1.090	20.34	-0.37
1.088	20.35	-0.37
1.085	20.40	-0.37
1.083	20.47	-0.37
1.080	20.45	-0.37
1.077	20.53	-0.37
1.076	20.58	-0.37
1.074	20.65	-0.37
1.072	20.68	-0.37
1.069	20.75	-0.37
1.066	20.80	-0.37
1.064	20.84	-0.37
1.062	20.87	-0.37
1.060	20.91	-0.37
1.057	20.92	-0.37
1.055	20.95	-0.37
1.054	21.00	-0.37
