1.74875	0	1.75287	0.0315126
1.757	1	1.76112	0.057941
1.76525	0	1.76938	0.101358
1.7735	0	1.77763	0.168693
1.78175	0	1.78588	0.267119
1.79	2	1.79413	0.402423
1.79825	1	1.80238	0.576805
1.8065	1	1.81063	0.786583
1.81475	0	1.81888	1.02054
1.823	5	1.82713	1.25974
1.83125	7	1.83538	1.47947
1.8395	7	1.84363	1.65309
1.84775	4	1.85188	1.75734
1.856	0	1.86013	1.7774
1.86425	3	1.86838	1.71035
1.8725	2	1.87663	1.56585
1.88075	3	1.88488	1.36391
1.889	5	1.89313	1.1303
1.89725	4	1.90138	0.891182
1.9055	3	1.90963	0.668512
1.91375	2	1.91788	0.477113
1.922	0	1.92613	0.323968
